qt_aptos;qt_secoes_principais;qt_secoes_agregadas;qt_aptos_tot;qt_total_secoes;qt_comparecimento;qt_abstencoes;qt_votos_nom_validos;qt_votos_brancos;qt_votos_nulos;qt_total_vt_leg_validos;qt_vt_anulados_apu_sep;qt_total_votos_anulados;qt_votos_nulo_tecnico;qt_total_vt_anul_subjud;qt_votos_validos;qt_votos;qt_votos_concorrentes;qt_total_votos_nulos;qt_votos_legenda_validos;qt_votos_nom_convr_leg;qt_votos_nom_anulados;qt_votos_leg_anulados;qt_votos_nom_anul_subjud;qt_votos_leg_anul_subjud;qt_secao_nao_instalada;qt_elei_secao_nao_instal;qt_secao_instalada;qt_elei_secao_instal
778687320;2356128;116283;778687320;2472411;616466955;162219384;532897873;32420926;34487898;11807441;0;206386;2684456;1961975;544705314;616466955;546873675;37172354;11690581;116860;208946;1175;1947728;10512;51;981;2356077;778686339
